name,n_elements,mean_atomic_number,mean_atomic_mass,mean_electronegativity,mean_ionization_energy,mean_electron_affinity,mean_covalent_radius,mean_vdw_radius,mean_boiling_point,mean_melting_point,mean_density
hMOF-10219,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1022,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10220,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10221,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10222,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10223,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10224,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10225,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10226,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10227,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10228,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10229,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1023,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10230,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10231,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10232,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10233,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10234,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10235,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10236,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10237,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10238,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10239,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1024,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10240,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10241,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10242,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10243,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10244,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10245,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10246,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10247,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10248,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10249,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1025,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10250,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10251,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10252,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10253,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10254,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10255,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10256,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10257,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10258,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10259,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-1026,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10260,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10261,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10262,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10263,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10264,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10265,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10266,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10267,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10268,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10269,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-1027,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10270,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10271,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10272,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10273,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10274,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10275,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10276,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10277,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10278,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10279,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-1028,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10280,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10281,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10282,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10283,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10284,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10285,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10286,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10287,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10288,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10289,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-1029,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10290,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10291,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10292,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10293,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10294,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10295,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10296,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10297,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10298,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10299,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-103,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1030,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10300,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10301,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10302,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10303,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10304,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10305,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10306,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10307,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10308,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10309,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1031,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10310,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10311,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10312,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10313,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10314,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10315,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10316,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10317,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10318,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10319,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1032,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10320,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10321,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10322,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10323,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10324,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10325,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10326,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10327,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10328,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10329,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1033,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10330,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10331,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10332,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10333,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10334,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10335,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10336,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10337,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10338,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10339,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1034,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10340,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10341,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10342,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10343,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10344,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10345,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10346,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10347,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10348,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10349,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-1035,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10350,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10351,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10352,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10353,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10354,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10355,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10356,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10357,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10358,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10359,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-1036,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10360,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10361,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10362,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10363,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10364,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10365,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10366,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10367,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10368,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10369,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-1037,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10370,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10371,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10372,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10373,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10374,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10375,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10376,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10377,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10378,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10379,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1038,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10380,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10381,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10382,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10383,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10384,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10385,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10386,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10387,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10388,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10389,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1039,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10390,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10391,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10392,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10393,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10394,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10395,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10396,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10397,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10398,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10399,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-104,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1040,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10400,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10401,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10402,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10403,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10404,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10405,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10406,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10407,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10408,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10409,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1041,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10410,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-10411,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10412,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10413,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10414,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10415,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10416,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10417,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10418,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10419,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-1042,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10420,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10421,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10422,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-10423,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10424,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10425,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10426,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10427,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-10428,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10429,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-1043,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10430,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10431,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10432,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-10433,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10434,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10435,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10436,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10437,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10438,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10439,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1044,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10440,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10441,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-10442,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
